Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Date,Payment,Rating,Tax,Total,Currency
INV-100669, ogun,Port Harcourt,Normal,Female,Electronics,16612.42,3,2024-02-15 00:00:00,Cash,8,2491.86,52329.12,?
INV-100670,lagos ,Port Harcourt,Member,Female,Food & Beverages,7612.54,5,2024-03-05 00:00:00,Credit Card,9,1903.14,39965.84,?
INV-100671,ABUJA,Abuja,Normal,Male,Health & Beauty,35641.69,3,2025-07-06 00:00:00,Credit Card,8,5346.25,112271.32,?
INV-100672,ABUJA,Ogun,Member,Female,Health & Beauty,26919.41,6,2024-09-07 00:00:00,Ewallet,5,8075.82,169592.28,?
INV-100673,ABUJA,Abuja,Normal,Female,Sports Equipment,7619.81,5,2024-08-29 00:00:00,Ewallet,7,1904.95,40004,?
INV-100674,Portharcourt,Ogun,Member,Male,Food & Beverages,957.46,9,2025-02-12 00:00:00,Ewallet,5,430.86,9048,?
INV-100675,lagos ,Lagos,Member,Male,Fashion,40503.77,3,2025-10-17 00:00:00,Ewallet,9,6075.57,127586.88,?
INV-100676,Portharcourt,Port Harcourt,Member,Male,Electronics,9221.62,6,2025-01-11 00:00:00,Cash,9,2766.49,58096.21,?
INV-100677,Portharcourt,Abuja,Member,Male,Fashion,30507.72,8,2024-07-13 00:00:00,Cash,6,12203.09,256264.85,?
INV-100678,ABUJA,Ogun,Normal,Female,Health & Beauty,17177.63,7,2024-01-11 00:00:00,Cash,5,6012.17,126255.58,?
INV-100679,ABUJA,Lagos,Normal,Male,Electronics,29481.55,6,2024-06-27 00:00:00,Cash,7,8844.46,185733.76,?
INV-100680,Portharcourt,Lagos,Normal,Male,Home Supplies,16124.85,2,2024-09-06 00:00:00,Ewallet,6,1612.48,33862.18,?
INV-100681,lagos ,Port Harcourt,Normal,Male,Health & Beauty,4803.51,7,2025-08-15 00:00:00,Cash,6,1681.23,35305.8,?
INV-100682, ogun,Ogun,Member,Female,Fashion,11536.03,8,2025-04-29 00:00:00,Cash,4,4614.41,96902.65,?
INV-100683,Portharcourt,Abuja,Member,Male,Fashion,9808.9,1,2024-10-01 00:00:00,Cash,8,490.44,10299.34,?
INV-100684,lagos ,Port Harcourt,Normal,Female,Sports Equipment,21686.96,9,2025-01-24 00:00:00,Ewallet,6,9759.13,204941.77,?
INV-100685,ABUJA,Abuja,Normal,Male,Fashion,33085.05,4,2024-04-03 00:00:00,Credit Card,6,6617.01,138957.21,?
INV-100686,ABUJA,Lagos,Normal,,Food & Beverages,13558.4,8,2025-07-20 00:00:00,Ewallet,9,5423.36,113890.56,?
INV-100687,lagos ,Abuja,Normal,Female,,1097.46,7,2024-07-28 00:00:00,Credit Card,7,384.11,8066.33,?
INV-100688, ogun,Abuja,Normal,Male,Electronics,26187.4,7,2025-01-19 00:00:00,Credit Card,6,9165.59,192477.39,?
INV-100689,ABUJA,Port Harcourt,Member,Male,Fashion,30485.09,2,2025-05-13 00:00:00,Cash,7,3048.51,64018.69,?
INV-100690,ABUJA,Abuja,Member,Female,Sports Equipment,48162.09,1,2024-03-09 00:00:00,,8,2408.1,50570.19,?
INV-100691,ABUJA,Port Harcourt,Member,Male,Sports Equipment,29678.8,4,2025-07-22 00:00:00,,9,5935.76,124650.96,?
INV-100692,lagos ,Lagos,Normal,Male,,23823.04,2,2025-06-20 00:00:00,Ewallet,4,2382.3,50028.38,?
INV-100693,Portharcourt,Port Harcourt,Normal,Male,Food & Beverages,28883.38,8,2025-04-24 00:00:00,Ewallet,4,11553.35,242620.39,?
INV-100694,ABUJA,Port Harcourt,Normal,Male,Sports Equipment,46431.08,7,2024-09-22 00:00:00,Cash,8,16250.88,341268.44,?
INV-100695,Portharcourt,Ogun,Normal,Female,Electronics,41504.72,8,2024-11-20 00:00:00,Ewallet,8,16601.89,348639.65,?
INV-100696, ogun,Abuja,Member,Male,Health & Beauty,16487.45,6,2025-06-28 00:00:00,Ewallet,9,4946.24,103870.94,?
INV-100697,ABUJA,Lagos,Member,Female,Home Supplies,12244.09,1,2025-09-07 00:00:00,Credit Card,9,612.2,12856.29,?
INV-100698,ABUJA,Port Harcourt,Normal,Male,Food & Beverages,13500.36,9,2025-07-17 00:00:00,Ewallet,5,6075.16,127578.4,?
INV-100699, ogun,Lagos,Member,Female,Sports Equipment,25468.84,6,2025-04-18 00:00:00,,6,7640.65,160453.69,?
INV-100700,ABUJA,Ogun,Member,Male,Health & Beauty,37330.45,1,2024-12-02 00:00:00,Cash,6,1866.52,39196.97,?
INV-100701,Portharcourt,Abuja,Normal,Female,Home Supplies,25409.35,1,2025-06-22 00:00:00,Ewallet,6,1270.47,26679.82,?
INV-100702,lagos ,Port Harcourt,Normal,Male,Fashion,3855.92,8,2024-05-26 00:00:00,Credit Card,7,1542.37,32389.73,?
INV-100703,Portharcourt,Abuja,Normal,Female,Fashion,36317.24,6,2025-01-01 00:00:00,Ewallet,5,10895.17,228798.61,?
INV-100704,lagos ,Ogun,Normal,Female,Electronics,40395.52,8,2024-12-23 00:00:00,Credit Card,6,16158.21,339322.37,?
INV-100705,lagos ,Ogun,Normal,Male,Home Supplies,14830.14,8,2024-12-07 00:00:00,Credit Card,7,5932.06,124573.18,?
INV-100706,Portharcourt,Lagos,Normal,Female,Fashion,33374.22,8,2025-04-19 00:00:00,Ewallet,7,13349.69,280343.45,?
INV-100707,Portharcourt,Port Harcourt,Member,Male,Fashion,21616.3,-1,2024-10-27 00:00:00,Cash,4,7565.71,158879.81,?
INV-100708,Portharcourt,Lagos,Member,Male,Sports Equipment,44511.41,7,2025-04-04 00:00:00,Credit Card,7,15578.99,327158.86,?
INV-100709,,Ogun,Normal,Male,Electronics,42338.67,4,2024-01-27 00:00:00,Cash,8,8467.73,177822.41,?
INV-100710, ogun,Abuja,Member,Male,Health & Beauty,26508.88,9,2024-04-13 00:00:00,Ewallet,9,11929,250508.92,?
INV-100711,ABUJA,Lagos,Normal,Male,Fashion,34729.52,2,2024-03-01 00:00:00,Ewallet,7,3472.95,72931.99,?
INV-100712,lagos ,Lagos,Normal,Female,Food & Beverages,44225.81,9,2024-12-07 00:00:00,Cash,8,19901.61,417933.9,?
INV-100713,Portharcourt,Abuja,Normal,Male,Food & Beverages,25037.99,3,2025-08-15 00:00:00,Ewallet,8,3755.7,78869.67,?
INV-100714,Portharcourt,Lagos,Normal,Male,Health & Beauty,16005.91,2,2024-07-24 00:00:00,Credit Card,4,1600.59,33612.41,?
INV-100715,Portharcourt,Abuja,Member,Male,Home Supplies,37806.47,4,2024-10-27 00:00:00,Cash,4,7561.29,158787.17,?
INV-100716, ogun,Port Harcourt,Normal,Male,Electronics,11393.28,5,2024-09-07 00:00:00,Ewallet,7,2848.32,59814.72,?
INV-100717,Portharcourt,Abuja,Member,Male,Sports Equipment,19732.29,2,2024-09-21 00:00:00,Ewallet,4,1973.23,41437.81,?
INV-100718,Portharcourt,Port Harcourt,Normal,Male,Food & Beverages,43353.5,1,2025-01-17 00:00:00,Cash,4,2167.68,45521.18,?
INV-100719,Portharcourt,Abuja,Normal,Female,Food & Beverages,36358.91,5,2025-01-31 00:00:00,Credit Card,9,9089.73,190884.28,?
INV-100720,ABUJA,Ogun,Normal,Female,Health & Beauty,20488.64,9,2025-01-02 00:00:00,Cash,6,9219.89,193617.65,?
INV-100721, ogun,Ogun,Member,Male,Home Supplies,11129.85,5,2024-04-07 00:00:00,Ewallet,7,2782.46,58431.71,?
INV-100722,Portharcourt,Port Harcourt,Normal,Female,Home Supplies,18120.44,9,2025-06-20 00:00:00,Ewallet,7,8154.2,171238.16,?
INV-100723,lagos ,Port Harcourt,Normal,Male,Health & Beauty,14563.16,6,2025-04-19 00:00:00,Cash,7,4368.95,91747.91,?
INV-100724,,Ogun,Normal,Male,Food & Beverages,9216.42,3,2024-11-03 00:00:00,Credit Card,4,1382.46,29031.72,?
INV-100725,lagos ,Port Harcourt,Member,Male,Electronics,37294.98,4,2025-05-24 00:00:00,Credit Card,9,7459,156638.92,?
INV-100726, ogun,Abuja,Member,Male,Food & Beverages,12977.46,4,2025-06-29 00:00:00,Credit Card,4,2595.49,54505.33,?
INV-100727, ogun,Abuja,Member,Male,Home Supplies,22981.29,1,2024-09-19 00:00:00,Cash,8,1149.06,24130.35,?
INV-100728,lagos ,Ogun,Normal,Female,Sports Equipment,19600.04,3,2025-09-15 00:00:00,Credit Card,5,2940.01,61740.13,?
INV-100729,Portharcourt,Lagos,Member,Female,,49112.83,3,2025-03-10 00:00:00,Credit Card,5,7366.92,154705.41,?
INV-100730, ogun,Abuja,Normal,Female,Electronics,19859.07,1,2024-09-02 00:00:00,Credit Card,5,992.95,20852.02,?
INV-100731,lagos ,Port Harcourt,Member,Female,,4459.13,9,2025-10-15 00:00:00,Credit Card,6,2006.61,42138.78,?
INV-100732,lagos ,Lagos,Member,Male,,4946.37,1,2025-09-03 00:00:00,Ewallet,4,247.32,5193.69,?
INV-100733,,Lagos,Normal,Female,Health & Beauty,29742.31,9,2025-03-01 00:00:00,Cash,8,13384.04,281064.83,?
INV-100734,ABUJA,Abuja,Member,Male,Fashion,30168.5,1,2024-05-10 00:00:00,Cash,8,1508.43,31676.93,?
INV-100735, ogun,Abuja,Normal,Female,Health & Beauty,21228.57,2,2025-03-02 00:00:00,Credit Card,5,2122.86,44580,?
INV-100736,Portharcourt,Lagos,Normal,Female,Health & Beauty,21876.26,2,2024-08-18 00:00:00,Cash,9,2187.63,45940.15,?
INV-100737,lagos ,Lagos,Member,Female,Health & Beauty,3169.66,6,2024-02-08 00:00:00,Cash,6,950.9,19968.86,?
INV-100738,lagos ,Ogun,Normal,Female,Food & Beverages,26069.05,7,2025-03-31 00:00:00,Ewallet,6,9124.17,191607.52,?
INV-100739,,Port Harcourt,Normal,Male,Home Supplies,25484.6,1,2025-07-08 00:00:00,Cash,5,1274.23,26758.83,?
INV-100740, ogun,Ogun,Member,Female,Fashion,7902.69,3,2024-05-19 00:00:00,Ewallet,5,1185.4,24893.47,?
INV-100741,ABUJA,Abuja,Member,Female,Electronics,5640.05,2,2024-12-24 00:00:00,Cash,4,564,11844.1,?
INV-100742,ABUJA,Ogun,Normal,Male,Home Supplies,6616.84,8,2025-07-09 00:00:00,Ewallet,9,2646.74,55581.46,?
INV-100743,lagos ,Ogun,Member,Male,Food & Beverages,5500.9,9,2025-05-28 00:00:00,Ewallet,6,2475.41,51983.51,?
INV-100744, ogun,Ogun,Normal,Female,Health & Beauty,30680.56,2,2024-01-13 00:00:00,Cash,8,3068.06,64429.18,?
INV-100745,ABUJA,Ogun,Normal,Male,Electronics,0,2,2024-02-03 00:00:00,Ewallet,5,1022.59,21474.37,?
INV-100746, ogun,Port Harcourt,Member,Male,Fashion,12945.79,9,2024-09-23 00:00:00,Ewallet,4,5825.61,122337.72,?
INV-100747, ogun,Port Harcourt,Member,Male,Home Supplies,9091.82,4,2024-07-16 00:00:00,Cash,8,1818.36,38185.64,?
INV-100748,lagos ,Lagos,Member,Female,Sports Equipment,47912.85,5,2025-08-17 00:00:00,Ewallet,6,11978.21,251542.46,?
INV-100749,ABUJA,Abuja,Member,Male,Home Supplies,42803.56,9,2025-09-05 00:00:00,Ewallet,5,19261.6,404493.64,?
INV-100750,Portharcourt,Ogun,Normal,Female,Electronics,11909.49,6,2024-05-09 00:00:00,Ewallet,9,3572.85,75029.79,?
INV-100751,lagos ,Lagos,Normal,Female,Food & Beverages,16714.53,9,2025-02-28 00:00:00,Ewallet,5,7521.54,157952.31,?
INV-100752,ABUJA,Lagos,Member,Female,Fashion,10889.7,9,2025-02-13 00:00:00,,9,4900.37,102907.67,?
INV-100753,ABUJA,Lagos,Member,Female,Electronics,24847.86,7,2024-04-13 00:00:00,Credit Card,4,8696.75,182631.77,?
INV-100754,ABUJA,Port Harcourt,Normal,Male,Health & Beauty,1470.72,9,2025-06-03 00:00:00,Ewallet,4,661.82,13898.3,?
INV-100755,ABUJA,Ogun,Normal,Female,Fashion,33732.72,5,2025-06-08 00:00:00,Ewallet,6,8433.18,177096.78,?
INV-100756,ABUJA,Ogun,Normal,Male,Home Supplies,26396.33,5,2024-11-04 00:00:00,Ewallet,9,6599.08,138580.73,?
INV-100757, ogun,Abuja,Normal,Female,Electronics,44982.63,8,2025-06-28 00:00:00,Ewallet,5,17993.05,377854.09,?
INV-100758,lagos ,Ogun,Member,Male,Home Supplies,8637.44,4,2024-03-21 00:00:00,,4,1727.49,36277.25,?
INV-100759, ogun,Ogun,Normal,Female,Home Supplies,40303.41,9,2024-09-24 00:00:00,Credit Card,5,18136.53,380867.22,?
INV-100760,Portharcourt,Lagos,Normal,Male,Home Supplies,39702.07,7,2025-07-27 00:00:00,Cash,6,13895.72,291810.21,?
INV-100761,ABUJA,Abuja,Member,Female,Food & Beverages,6795.47,7,2025-03-17 00:00:00,Credit Card,9,2378.41,49946.7,?
INV-100762,lagos ,Ogun,Normal,Female,Home Supplies,20228.68,3,2025-04-05 00:00:00,Ewallet,5,3034.3,63720.34,?
INV-100763,ABUJA,Port Harcourt,Normal,Male,Health & Beauty,8922.56,4,2025-07-01 00:00:00,Ewallet,8,1784.51,37474.75,?
INV-100764,lagos ,Ogun,Member,Female,Health & Beauty,13108.66,7,2025-01-10 00:00:00,Credit Card,5,4588.03,96348.65,?
INV-100765, ogun,Lagos,Member,Female,Fashion,13530.69,5,2025-02-25 00:00:00,Credit Card,7,3382.67,71036.12,?
INV-100766,,Port Harcourt,Member,Female,Sports Equipment,28033.7,3,2025-02-21 00:00:00,Cash,7,4205.06,88306.16,?
INV-100767,Portharcourt,Lagos,Normal,Male,Home Supplies,20864.84,1,2025-05-10 00:00:00,Credit Card,6,1043.24,21908.08,?
INV-100768,Portharcourt,Ogun,Normal,Female,Home Supplies,47412.77,7,2024-03-17 00:00:00,Ewallet,6,16594.47,348483.86,?
INV-100769,lagos ,Port Harcourt,Member,Female,Electronics,6755.32,6,2025-03-25 00:00:00,Cash,6,2026.6,42558.52,?
INV-100770,lagos ,Abuja,Member,Male,Food & Beverages,48697.76,7,2024-04-19 00:00:00,Credit Card,8,17044.22,357928.54,?
INV-100771,,Abuja,Normal,Male,Sports Equipment,11916.61,2,2025-07-25 00:00:00,Credit Card,9,1191.66,25024.88,?
INV-100772,lagos ,Port Harcourt,Member,Male,Fashion,38757.26,4,2025-01-18 00:00:00,Cash,8,7751.45,162780.49,?
INV-100773,,Port Harcourt,Member,Male,Sports Equipment,17279.01,2,2025-01-08 00:00:00,Credit Card,5,1727.9,36285.92,?
INV-100774,ABUJA,Lagos,Member,Male,Home Supplies,7582.53,8,2025-07-25 00:00:00,Ewallet,4,3033.01,63693.25,?
INV-100775,lagos ,Port Harcourt,Normal,Female,Electronics,42965.51,7,2025-03-26 00:00:00,Cash,9,15037.93,315796.5,?
INV-100776,lagos ,Lagos,Normal,Female,Food & Beverages,15788.61,1,2024-01-14 00:00:00,Credit Card,7,789.43,16578.04,?
INV-100777,Portharcourt,Ogun,Normal,Female,Fashion,33113.34,2,2024-07-28 00:00:00,Ewallet,7,3311.33,69538.01,?
INV-100778,Portharcourt,Lagos,Normal,Male,Sports Equipment,28538.96,2,2025-02-23 00:00:00,Credit Card,7,2853.9,59931.82,?
INV-100779, ogun,Port Harcourt,Normal,,Fashion,23851.94,4,2024-11-12 00:00:00,Cash,5,4770.39,100178.15,?
INV-100780,lagos ,Port Harcourt,Normal,Male,,25043.06,3,2024-11-25 00:00:00,Credit Card,5,3756.46,78885.64,?
INV-100781, ogun,Ogun,Member,Male,Fashion,36745.78,1,2024-07-09 00:00:00,,6,1837.29,38583.07,?
INV-100782,Portharcourt,Port Harcourt,Normal,Female,Electronics,4844.76,2,2024-06-08 00:00:00,Credit Card,4,484.48,10174,?
INV-100783,Portharcourt,Port Harcourt,Normal,Male,Fashion,33574.94,9,2024-11-27 00:00:00,Ewallet,6,15108.72,317283.18,?
INV-100784,ABUJA,Abuja,Member,Male,Health & Beauty,44842.7,1,2024-02-15 00:00:00,Ewallet,5,2242.13,47084.83,?
INV-100785,lagos ,Abuja,Normal,Female,Electronics,3360.52,9,2025-05-05 00:00:00,Credit Card,8,1512.23,31756.91,?
INV-100786, ogun,Ogun,Normal,Male,Sports Equipment,7462.34,7,2024-09-03 00:00:00,Credit Card,6,2611.82,54848.2,?
INV-100787,Portharcourt,Lagos,Member,Male,Food & Beverages,35973.28,2,2025-10-06 00:00:00,Cash,9,3597.33,75543.89,?
INV-100788,Portharcourt,Abuja,Member,Female,Food & Beverages,22145.44,2,2024-12-07 00:00:00,Credit Card,5,2214.54,46505.42,?
INV-100789, ogun,Lagos,Member,Male,Home Supplies,20475.66,5,2024-10-22 00:00:00,Cash,5,5118.92,107497.22,?
INV-100790,ABUJA,Port Harcourt,Normal,Male,Home Supplies,7279.85,5,2025-06-20 00:00:00,Ewallet,8,1819.96,38219.21,?
INV-100791,Portharcourt,Abuja,Member,Female,,25585.12,4,2025-04-01 00:00:00,Credit Card,8,5117.02,107457.5,?
INV-100792,lagos ,Ogun,Normal,Female,Sports Equipment,6763.99,3,2025-04-19 00:00:00,Cash,8,1014.6,21306.57,?
INV-100793,Portharcourt,Ogun,Normal,Female,Food & Beverages,24092.71,4,2024-08-17 00:00:00,Ewallet,4,4818.54,101189.38,?
INV-100794,lagos ,Ogun,Normal,Female,Food & Beverages,38298.96,4,2024-12-17 00:00:00,Cash,9,7659.79,160855.63,?
INV-100795, ogun,Abuja,Normal,Male,Food & Beverages,13284.09,2,2024-12-23 00:00:00,Ewallet,5,1328.41,27896.59,?
INV-100796,lagos ,Lagos,Member,Male,Food & Beverages,24298.92,5,2024-03-18 00:00:00,Credit Card,8,6074.73,127569.33,?
INV-100797, ogun,Port Harcourt,Member,Female,Fashion,49604.79,5,2025-09-02 00:00:00,Cash,4,12401.2,260425.15,?
INV-100798,lagos ,Lagos,Normal,Male,Sports Equipment,34489.2,5,2024-02-06 00:00:00,Credit Card,7,8622.3,181068.3,?
INV-100799, ogun,Lagos,Member,Male,Electronics,42147.16,1,2024-01-21 00:00:00,Cash,9,2107.36,44254.52,?
INV-100800,lagos ,Port Harcourt,Normal,Female,Electronics,21034.96,6,2025-10-04 00:00:00,Ewallet,7,6310.49,132520.25,?
INV-100801,ABUJA,Port Harcourt,Normal,Female,Health & Beauty,38509.12,2,2025-08-03 00:00:00,Cash,7,3850.91,80869.15,?
INV-100802,lagos ,Abuja,Normal,Male,Fashion,2505.2,7,2025-01-13 00:00:00,Cash,5,876.82,18413.22,?
INV-100803,lagos ,Abuja,Member,Female,Food & Beverages,6584.1,4,2024-03-15 00:00:00,Credit Card,4,1316.82,27653.22,?
INV-100804,ABUJA,Abuja,Normal,Female,Food & Beverages,10551.99,5,2025-08-01 00:00:00,Credit Card,4,2638,55397.95,?
INV-100805,Portharcourt,Abuja,Normal,Female,Home Supplies,20396.62,5,2025-02-27 00:00:00,Credit Card,7,5099.16,107082.26,?
INV-100806,Portharcourt,Abuja,Member,Male,Home Supplies,42364.37,5,2024-01-16 00:00:00,Ewallet,9,10591.09,222412.94,?
INV-100807,lagos ,Port Harcourt,Member,Female,Health & Beauty,17640.17,2,2024-05-28 00:00:00,Credit Card,6,1764.02,37044.36,?
INV-100808,ABUJA,Lagos,Member,Male,Food & Beverages,32903.75,5,2024-09-17 00:00:00,Cash,7,8225.94,172744.69,?
INV-100809,lagos ,Abuja,Member,Male,Health & Beauty,35611.06,3,2024-05-16 00:00:00,Ewallet,5,5341.66,112174.84,?
INV-100810, ogun,Abuja,Normal,Male,Fashion,29516.03,4,2024-09-07 00:00:00,Credit Card,7,5903.21,123967.33,?
INV-100811, ogun,Lagos,Member,Female,Electronics,18183.48,2,2024-11-10 00:00:00,Cash,9,1818.35,38185.31,?
INV-100812,lagos ,Abuja,Normal,Female,Food & Beverages,29064.14,4,2024-05-04 00:00:00,Cash,9,5812.83,122069.39,?
INV-100813,Portharcourt,Lagos,Member,Female,Sports Equipment,17442.15,9,2024-04-07 00:00:00,Ewallet,7,7848.97,164828.32,?
INV-100814,Portharcourt,Lagos,Member,,Fashion,4651.75,8,2025-08-26 00:00:00,Cash,4,1860.7,39074.7,?
INV-100815,lagos ,Port Harcourt,Member,Female,Food & Beverages,49643.8,3,2025-04-19 00:00:00,Credit Card,7,7446.57,156377.97,?
INV-100816,lagos ,Ogun,Member,Male,Sports Equipment,6795.53,1,2025-12-09 00:00:00,Cash,8,339.78,7135.31,?
INV-100817, ogun,Port Harcourt,Member,Male,Home Supplies,4081.24,1,2024-05-08 00:00:00,Credit Card,8,204.06,4285.3,?
INV-100818,Portharcourt,Ogun,Member,Male,,43987.27,6,2025-07-29 00:00:00,Credit Card,6,13196.18,277119.8,?
INV-100819,lagos ,Ogun,Normal,Female,Home Supplies,15440.82,3,2025-09-27 00:00:00,Ewallet,5,2316.12,48638.58,?
INV-100820, ogun,Ogun,Member,Male,Electronics,32689.7,4,2024-04-25 00:00:00,Cash,5,6537.94,137296.74,?
INV-100821,Portharcourt,Abuja,Member,Male,Home Supplies,16785.78,1,2024-09-18 00:00:00,Ewallet,4,839.29,17625.07,?
INV-100822,ABUJA,Port Harcourt,Member,Female,Food & Beverages,19876.99,8,2025-03-25 00:00:00,Ewallet,5,7950.8,166966.72,?
INV-100823, ogun,Ogun,Member,Female,Sports Equipment,13474.59,1,2024-07-03 00:00:00,Ewallet,6,673.73,14148.32,?
INV-100824,Portharcourt,Lagos,Normal,Male,Home Supplies,17480.68,5,2025-09-21 00:00:00,Credit Card,8,4370.17,91773.57,?
INV-100825,Portharcourt,Abuja,Member,Male,Food & Beverages,20829.67,6,2024-08-22 00:00:00,Credit Card,4,6248.9,131226.92,?
INV-100826, ogun,Port Harcourt,Member,Female,Electronics,36160.6,2,2025-02-10 00:00:00,Credit Card,9,3616.06,75937.26,?
INV-100827,ABUJA,Ogun,Member,Female,Sports Equipment,25821.04,7,2025-04-30 00:00:00,Credit Card,8,9037.36,189784.64,?
INV-100828, ogun,Lagos,Member,Female,Home Supplies,47206.48,7,2025-08-27 00:00:00,Cash,6,16522.27,346967.63,?
INV-100829,Portharcourt,Port Harcourt,Normal,Female,Health & Beauty,2573.08,1,2025-07-10 00:00:00,Cash,4,128.65,2701.73,?
INV-100830,lagos ,Port Harcourt,Member,Male,Health & Beauty,25401.88,4,2025-07-11 00:00:00,Credit Card,7,5080.38,106687.9,?
INV-100831,lagos ,Abuja,Normal,Male,Sports Equipment,29419.13,4,2025-04-17 00:00:00,Credit Card,5,5883.83,123560.35,?
INV-100832, ogun,Port Harcourt,Member,Female,Health & Beauty,46049.75,5,2025-07-18 00:00:00,Cash,6,11512.44,241761.19,?
INV-100833,Portharcourt,Abuja,Normal,Male,Home Supplies,2933.35,1,2025-01-18 00:00:00,Ewallet,4,146.67,3080.02,?
INV-100834,lagos ,Ogun,Normal,Male,Home Supplies,28888.23,1,2024-06-15 00:00:00,Ewallet,8,1444.41,30332.64,?
INV-100835,Portharcourt,Abuja,Member,Female,Sports Equipment,42754.68,7,2024-10-14 00:00:00,Credit Card,4,14964.14,314246.9,?
INV-100836, ogun,Lagos,Member,Male,Home Supplies,12475.42,9,2025-05-13 00:00:00,Ewallet,7,5613.94,117892.72,?
INV-100837,lagos ,Abuja,Normal,Male,Food & Beverages,43876.47,1,2024-08-13 00:00:00,Credit Card,6,2193.82,46070.29,?
INV-100838,Portharcourt,Lagos,Normal,Male,Electronics,1442.65,2,2024-02-03 00:00:00,Credit Card,4,144.27,3029.57,?
INV-100839,lagos ,Abuja,Member,Female,Health & Beauty,0,6,2024-04-17 00:00:00,Credit Card,9,11026.95,231565.95,?
INV-100840, ogun,Port Harcourt,Normal,Female,Food & Beverages,46689.1,6,2025-02-15 00:00:00,Cash,6,14006.73,294141.33,?
INV-100841,Portharcourt,Ogun,Normal,Male,Sports Equipment,33031.28,2,2024-12-04 00:00:00,Ewallet,6,3303.13,69365.69,?
INV-100842,lagos ,Lagos,Normal,Female,Health & Beauty,22231.95,9,2024-08-07 00:00:00,Cash,8,10004.38,210091.93,?
INV-100843, ogun,Abuja,Member,Female,Food & Beverages,2721.61,4,2024-07-19 00:00:00,Ewallet,5,544.32,11430.76,?
INV-100844,lagos ,Abuja,Normal,Female,Home Supplies,46045.63,7,2025-07-08 00:00:00,Cash,9,16115.97,338435.38,?
INV-100845,lagos ,Abuja,Normal,Male,Sports Equipment,23779.66,6,2024-10-17 00:00:00,Cash,7,7133.9,149811.86,?
INV-100846,ABUJA,Port Harcourt,Normal,Male,Sports Equipment,1935.34,3,2024-10-25 00:00:00,Credit Card,4,290.3,6096.32,?
INV-100847,ABUJA,Port Harcourt,Member,Female,Health & Beauty,34646.14,8,2024-09-14 00:00:00,Credit Card,5,13858.46,291027.58,?
INV-100848, ogun,Lagos,Member,Male,Home Supplies,24350.94,7,2025-03-29 00:00:00,Cash,8,8522.83,178979.41,?
INV-100849,ABUJA,Lagos,Normal,Male,,6655.09,9,2024-01-29 00:00:00,Ewallet,5,2994.79,62890.6,?
INV-100850, ogun,Port Harcourt,Member,Male,Fashion,11106.45,3,2025-08-14 00:00:00,Ewallet,6,1665.97,34985.32,?
INV-100851,ABUJA,Lagos,Normal,Male,Food & Beverages,3692.29,1,2024-12-17 00:00:00,Credit Card,6,184.61,3876.9,?
INV-100852,lagos ,Ogun,Member,Male,Fashion,28927.53,2,2024-01-01 00:00:00,Credit Card,7,2892.75,60747.81,?
INV-100853, ogun,Ogun,Member,Female,Food & Beverages,31290.46,1,2025-02-11 00:00:00,Ewallet,9,1564.52,32854.98,?
INV-100854, ogun,Port Harcourt,Normal,Male,Electronics,25534.24,5,2025-10-09 00:00:00,Ewallet,4,6383.56,134054.76,?
INV-100855,lagos ,Lagos,Member,Male,Sports Equipment,40946.56,2,2025-07-26 00:00:00,,4,4094.66,85987.78,?
INV-100856, ogun,Abuja,Member,Male,Health & Beauty,43119.94,3,2025-05-27 00:00:00,Credit Card,8,6467.99,135827.81,?
INV-100857, ogun,Ogun,Member,Female,Electronics,30973.41,8,2024-12-03 00:00:00,Ewallet,7,12389.36,260176.64,?
INV-100858,ABUJA,Port Harcourt,Normal,Female,Electronics,1131.45,5,2024-05-30 00:00:00,Credit Card,4,282.86,5940.11,?
INV-100859, ogun,Lagos,Member,Female,Sports Equipment,34913.87,4,2024-02-26 00:00:00,Cash,9,6982.77,146638.25,?
INV-100860,Portharcourt,Port Harcourt,Member,Male,Sports Equipment,21190.96,5,2024-10-08 00:00:00,Cash,6,5297.74,111252.54,?
INV-100861,lagos ,Abuja,Normal,Female,Food & Beverages,28495.1,6,2024-03-21 00:00:00,Cash,7,8548.53,179519.13,?
INV-100862,ABUJA,Ogun,Member,Female,Fashion,0,7,2024-05-24 00:00:00,Ewallet,5,11420.32,239826.75,?
INV-100863,ABUJA,Port Harcourt,Member,Female,Home Supplies,17836.71,9,2025-01-10 00:00:00,Credit Card,7,8026.52,168556.91,?
INV-100864,Portharcourt,Port Harcourt,Member,,Food & Beverages,45896.38,1,2024-09-12 00:00:00,Ewallet,7,2294.82,48191.2,?
INV-100865,lagos ,Port Harcourt,Member,Male,Home Supplies,7131.76,4,2025-05-04 00:00:00,,9,1426.35,29953.39,?
INV-100866,lagos ,Abuja,Member,Female,Electronics,0,9,2024-09-29 00:00:00,Ewallet,9,15182.92,318841.39,?
INV-100867,ABUJA,Port Harcourt,Normal,Female,Home Supplies,715.8,5,2024-03-07 00:00:00,Cash,4,178.95,3757.95,?
INV-100868, ogun,Abuja,Normal,Male,Fashion,46270.23,8,2024-06-09 00:00:00,Credit Card,8,18508.09,388669.93,?
INV-100869,ABUJA,Abuja,Member,,Food & Beverages,6068.95,1,2024-04-09 00:00:00,Ewallet,8,303.45,6372.4,?
